Manufacturer;Name;Number of Rollers;FTF;BSF;BPFO;BPFI
DODGE;TBSCEZ102PCR;9;0.39;2.32;3.57;5.42
DODGE;TBSCEZ103PCR;9;0.39;2.32;3.57;5.42
DODGE;TBSCEZ104PCR;9;0.39;2.33;3.57;5.42
DODGE;TBSCEZ104SPCR;9;0.39;2.32;3.57;5.42
DODGE;TBSCEZ105PCR;9;0.39;2.33;3.57;5.42
DODGE;TBSCEZ106PCR;9;0.39;2.33;3.57;5.42
DODGE;TBSCEZ107PCR;9;0.39;2.33;3.57;5.42
DODGE;TBSCEZ108PCR;9;0.39;2.28;3.55;5.44
DODGE;TBSCEZ110PCR;9;0.39;2.35;3.58;5.41
DODGE;TBSCEZ111PCR;9;0.39;2.35;3.58;5.41
DODGE;TBSCEZ115PCR;10;0.4;2.67;4.09;5.9
DODGE;TBSCEZ200PCR (A);10;0.4;2.67;4.09;5.9
DODGE;TBSCEZ200PCR (B);10;0.4;2.65;4.09;5.9
DODGE;TBSCEZ204PCR;10;0.4;2.65;4.09;5.9
DODGE;TBSCEZ20MLPCR;8;0.38;2;3.05;4.94
DODGE;TBSCEZ20MPCR;8;0.36;2;3.05;4.94
DODGE;TBSCEZ25MPCR;9;0.39;2.35;3.58;5.41
DODGE;TBSCEZ30MPCR;9;0.39;2.32;3.57;5.42
DODGE;TBSCEZ35MPCR;9;0.39;2.33;3.57;5.42
DODGE;TBSCEZ45MPCR;9;0.39;2.35;3.58;5.41
DODGE;TBSCEZ55MPCR;10;0.4;2.65;4.09;5.9
DODGE;TBSCU008;8;0.38;2;3.05;4.94
DODGE;TBSCU010;8;0.38;2;3.05;4.94
DODGE;TBSCU012;8;0.38;2;3.05;4.94
DODGE;TBSCUEZ010PCR;8;0.38;2;3.05;4.94
DODGE;TBSCUEZ012PCR;8;0.38;2;3.05;4.94
DODGE;TBSCUEZ102PCR;9;0.39;2.32;3.57;5.42
DODGE;TBSCUEZ103PCR;9;0.39;2.32;3.57;5.42
DODGE;TBSCUEZ104SPCR;9;0.39;2.32;3.57;5.42
DODGE;TBSCUEZ30MPCR;9;0.39;2.32;3.57;5.42
DODGE;TBSXR008;8;0.38;2;3.05;4.94
DODGE;TBSXR008L;8;0.38;2;3.05;4.94
DODGE;TBSXR010L;8;0.38;2;3.05;4.94
DODGE;TBSXR012;8;0.36;2;3.05;4.94
DODGE;TBSXR014;9;0.39;2.35;3.58;5.41
DODGE;TBSXR015;9;0.39;2.35;3.58;5.41
DODGE;TBSXR100;9;0.39;2.35;3.58;5.41
DODGE;TBSXR102;9;0.39;2.32;3.57;5.42
DODGE;TBSXR103;9;0.39;2.32;3.57;5.42
DODGE;TBSXR104;9;0.39;2.33;3.57;5.42
DODGE;TBSXR104S;9;0.39;2.32;3.57;5.42
DODGE;TBSXR105;9;0.39;2.33;3.57;5.42
DODGE;TBSXR106;9;0.39;2.33;3.57;5.42
DODGE;TBSXR107;9;0.39;2.33;3.57;5.42
DODGE;TBSXR108;9;0.39;2.28;3.55;5.44
DODGE;TBSXR110;9;0.39;2.28;3.55;5.44
DODGE;TBSXR110L;9;0.39;2.35;3.58;5.41
DODGE;TBSXR111;9;0.39;2.35;3.58;5.41
DODGE;TBSXR112;9;0.39;2.35;3.58;5.41
DODGE;TBSXR115;10;0.4;2.67;4.09;5.9
DODGE;TBSXR200 (A);10;0.4;2.67;4.09;5.9
DODGE;TBSXR200 (B);10;0.4;2.65;4.09;5.9
DODGE;TBSXR200L;10;0.4;2.65;4.09;5.9
DODGE;TBSXR203;10;0.4;2.65;4.09;5.9
DODGE;TBSXR204;10;0.4;2.65;4.09;5.9
DODGE;TBSXR20M;8;0.36;2;3.05;4.94
DODGE;TBSXR20ML;8;0.38;2;3.05;4.94
DODGE;TBSXR25M;9;0.39;2.35;3.58;5.41
DODGE;TBSXR30M;9;0.39;2.32;3.57;5.42
DODGE;TBSXR35M;9;0.39;2.33;3.57;5.42
DODGE;TBSXR40M;9;0.39;2.28;3.55;5.44
DODGE;TBSXR45M;9;0.39;2.35;3.58;5.41
DODGE;TBSXR50M;10;0.4;2.67;4.09;5.9
DODGE;TBSXR55M;10;0.4;2.65;4.09;5.9
DODGE;TBSXRU008;8;0.38;2;3.05;4.94
DODGE;TBSXRU010;8;0.38;2;3.05;4.94
DODGE;TBSXRU012;8;0.38;2;3.05;4.94
DODGE;TBSXV008;8;0.38;2;3.05;4.94
DODGE;TBSXV008L;8;0.38;2;3.05;4.94
DODGE;TBSXV010L;8;0.38;2;3.05;4.94
DODGE;TBSXV012;8;0.36;2;3.05;4.94
DODGE;TBSXV012KRMS;8;0.36;2;3.05;4.94
DODGE;TBSXV014;9;0.39;2.35;3.58;5.41
DODGE;TBSXV015;9;0.39;2.35;3.58;5.41
DODGE;TBSXV100;9;0.39;2.35;3.58;5.41
DODGE;TBSXV102;9;0.39;2.32;3.57;5.42
DODGE;TBSXV103;9;0.39;2.32;3.57;5.42
DODGE;TBSXV104;9;0.39;2.33;3.57;5.42
DODGE;TBSXV104S;9;0.39;2.32;3.57;5.42
DODGE;TBSXV105;9;0.39;2.33;3.57;5.42
DODGE;TBSXV106;9;0.39;2.33;3.57;5.42
DODGE;TBSXV107;9;0.39;2.33;3.57;5.42
DODGE;TBSXV108;9;0.39;2.28;3.55;5.44
DODGE;TBSXV110;9;0.39;2.28;3.55;5.44
DODGE;TBSXV110L;9;0.39;2.35;3.58;5.41
DODGE;TBSXV111;9;0.39;2.35;3.58;5.41
DODGE;TBSXV112;9;0.39;2.35;3.58;5.41
DODGE;TBSXV115;10;0.4;2.67;4.09;5.9
DODGE;TBSXV200 (A);10;0.4;2.67;4.09;5.9
DODGE;TBSXV200 (B);10;0.4;2.65;4.09;5.9
DODGE;TBSXV200L;10;0.4;2.65;4.09;5.9
DODGE;TBSXV203;10;0.4;2.65;4.09;5.9
DODGE;TBSXV204;10;0.4;2.65;4.09;5.9
DODGE;TBSXV20M;8;0.36;2;3.05;4.94
DODGE;TBSXV20ML;8;0.38;2;3.05;4.94
DODGE;TBSXV25M;9;0.39;2.35;3.58;5.41
DODGE;TBSXV30M;9;0.39;2.32;3.57;5.42
DODGE;TBSXV35M;9;0.39;2.33;3.57;5.42
DODGE;TBSXV40M;9;0.39;2.28;3.55;5.44
DODGE;TBSXV45M;9;0.39;2.35;3.58;5.41
DODGE;TBSXV50M;10;0.4;2.67;4.09;5.9
DODGE;TBSXV55M;10;0.4;2.65;4.09;5.9
DODGE;TBSXVU008;8;0.38;2;3.05;4.94
DODGE;TBSXVU010;8;0.38;2;3.05;4.94
DODGE;TBSXVU012;8;0.38;2;3.05;4.94
DODGE;WSTUDL014;9;0.39;2.35;3.58;5.41
DODGE;WSTUDL015;9;0.39;2.35;3.58;5.41
DODGE;WSTUDL100;9;0.39;2.35;3.58;5.41
DODGE;WSTUDL101;9;0.39;2.32;3.57;5.42
DODGE;WSTUDL102;9;0.39;2.32;3.57;5.42
DODGE;WSTUDL103;9;0.39;2.32;3.57;5.42
DODGE;WSTUDL104;9;0.39;2.33;3.57;5.42
DODGE;WSTUDL107;9;0.39;2.33;3.57;5.42
DODGE;WSTUDL108;9;0.39;2.28;3.55;5.44
DODGE;WSTUDL112;9;0.39;2.35;3.58;5.41
DODGE;WSTUDL115;10;0.4;2.67;4.09;5.9
DODGE;WSTUDL200 (A);10;0.4;2.65;4.09;5.9
DODGE;WSTUDL200 (B);10;0.4;2.67;4.09;5.9
DODGE;WSTUDL203;10;0.4;2.65;4.09;5.9
DODGE;WSTUDL203KRMS;10;0.4;2.65;4.09;5.9
DODGE;WSTUDL204 (A);10;0.4;2.65;4.09;5.9
DODGE;WSTUDL204 (B);10;0.4;2.61;4.07;5.92
DODGE;WSTUDL207;10;0.4;2.61;4.07;5.92
DODGE;WSTUDL20M (A);8;0.36;2;3.05;4.94
DODGE;WSTUDL20M (B);8;0.38;2;3.05;4.94
DODGE;WSTUDL211;10;0.4;2.65;4.08;5.91
DODGE;WSTUDL215;11;0.41;2.88;4.57;6.42
DODGE;WSTUDL30M;9;0.39;2.32;3.57;5.42
DODGE;WSTUDL35M;9;0.39;2.33;3.57;5.42
DODGE;WSTUDL40M;9;0.39;2.28;3.55;5.44
DODGE;WSTUDL45M;9;0.39;2.35;3.58;5.41
DODGE;WSTUDL50M;10;0.4;2.67;4.09;5.9
DODGE;WSTUDL55M;10;0.4;2.65;4.09;5.9
DODGE;WSTUDL60M;10;0.4;2.61;4.07;5.92
DODGE;WSTUDL70M;10;0.4;2.65;4.08;5.91
DODGE;WSTUDL75M;11;0.41;2.88;4.57;6.42
DODGE;WSTUDLEZ014;9;0.39;2.35;3.58;5.41
DODGE;WSTUDLEZ015;9;0.39;2.35;3.58;5.41
DODGE;WSTUDLEZ015PRC;9;0.39;2.35;3.58;5.41
DODGE;WSTUDLEZ100;9;0.39;2.35;3.58;5.41
DODGE;WSTUDLEZ100PRC;9;0.39;2.35;3.58;5.41
DODGE;WSTUDLEZ101;9;0.39;2.32;3.57;5.42
DODGE;WSTUDLEZ102;9;0.39;2.32;3.57;5.42
DODGE;WSTUDLEZ102PRC;9;0.39;2.32;3.57;5.42
DODGE;WSTUDLEZ103;9;0.39;2.32;3.57;5.42
DODGE;WSTUDLEZ103PRC;9;0.39;2.32;3.57;5.42
DODGE;WSTUDLEZ104;9;0.39;2.33;3.57;5.42
DODGE;WSTUDLEZ107;9;0.39;2.33;3.57;5.42
DODGE;WSTUDLEZ107PRC;9;0.39;2.33;3.57;5.42
DODGE;WSTUDLEZ108PRC;9;0.39;2.28;3.55;5.44
DODGE;WSTUDLEZ115PRC;10;0.4;2.67;4.09;5.9
DODGE;WSTUDLEZ200PRC;10;0.4;2.67;4.09;5.9
DODGE;WSTUDLEZ203PRC;10;0.4;2.65;4.09;5.9
DODGE;WSTUDLEZ204PRC;10;0.4;2.61;4.07;5.92
DODGE;WSTUDLEZ207PRC;10;0.4;2.61;4.07;5.92
DODGE;WSTUDLEZ20M;8;0.38;2;3.05;4.94
DODGE;WSTUDLEZ211PRC;10;0.4;2.65;4.08;5.91
DODGE;WSTUDLEZ215PRC;11;0.41;2.88;4.57;6.42
DODGE;WSTUDLEZ30M;9;0.39;2.32;3.57;5.42
DODGE;WSTUDLEZ35M;9;0.39;2.33;3.57;5.42
DODGE;WSTUDLEZ35MPRC;9;0.39;2.33;3.57;5.42
DODGE;WSTUDLEZ40MPRC;9;0.39;2.28;3.55;5.44
DODGE;WSTUDLEZ50MPRC;10;0.4;2.67;4.09;5.9
DODGE;WSTUDLEZ55MPRC;10;0.4;2.65;4.09;5.9
DODGE;WSTUDLEZ70MPRC;10;0.4;2.65;4.08;5.91
DODGE;WSTUDLEZ75MPRC;11;0.41;2.88;4.57;6.42
DODGE;WSTUDLM100;9;0.39;2.32;3.57;5.42
DODGE;WSTUDLM107;9;0.39;2.28;3.55;5.44
DODGE;WSTUDLM108KRMS;9;0.39;2.35;3.58;5.41
DODGE;WSTUDLM108(NL,FF);9;0.39;2.35;3.58;5.41
DODGE;WSTUDLM111;10;0.4;2.67;4.09;5.9
DODGE;WSTUDLM112(NL,FF);10;0.4;2.67;4.09;5.9
DODGE;WSTUDLM115;10;0.4;2.65;4.09;5.9
DODGE;WSTUDLM115(NL,FF);10;0.4;2.65;4.09;5.9
DODGE;WSTUDLM200;10;0.4;2.65;4.09;5.9
DODGE;WSTUDLM203(NL,FF);10;0.4;2.61;4.07;5.92
DODGE;WSTUDLM204;10;0.4;2.61;4.07;5.92
DODGE;WSTUDLM204(NL,FF);10;0.4;2.61;4.07;5.92
DODGE;WSTUDLM207;10;0.4;2.65;4.08;5.91
DODGE;WSTUDLM208(NL,FF);10;0.4;2.65;4.08;5.91
DODGE;WSTUDLM25M;9;0.39;2.32;3.57;5.42
DODGE;WSTUDLM300;11;0.41;2.8;4.54;6.45
DODGE;WSTUDLM300(NL,FF);11;0.41;2.8;4.54;6.45
DODGE;WSTUDLM30M;9;0.39;2.33;3.57;5.42
DODGE;WSTUDLM35M(NL,FF);9;0.39;2.28;3.55;5.44
DODGE;WSTUDLM45M;10;0.4;2.67;4.09;5.9
DODGE;WSTUDLM45M(NL,FF);10;0.4;2.67;4.09;5.9
DODGE;WSTUDLM50M;10;0.4;2.65;4.09;5.9
DODGE;WSTUDLM55M(NL,FF);10;0.4;2.61;4.07;5.92
DODGE;WSTUDLM60M;10;0.4;2.65;4.08;5.91
DODGE;WSTUDLM65M;10;0.4;2.65;4.08;5.91
DODGE;WSTUDLM70M;11;0.41;2.88;4.57;6.42
DODGE;WSTUDLM75M(NL,FF);11;0.41;2.8;4.54;6.45
DODGE;WSTUSC014;9;0.39;2.35;3.58;5.41
DODGE;WSTUSC015;9;0.39;2.35;3.58;5.41
DODGE;WSTUSC100;9;0.39;2.35;3.58;5.41
DODGE;WSTUSC101;9;0.39;2.32;3.57;5.42
DODGE;WSTUSC102;9;0.39;2.32;3.57;5.42
DODGE;WSTUSC103;9;0.39;2.32;3.57;5.42
DODGE;WSTUSC104;9;0.39;2.33;3.57;5.42
DODGE;WSTUSC104S;9;0.39;2.32;3.57;5.42
DODGE;WSTUSC105;9;0.39;2.33;3.57;5.42
DODGE;WSTUSC106;9;0.39;2.33;3.57;5.42
DODGE;WSTUSC107;9;0.39;2.33;3.57;5.42
DODGE;WSTUSC108;9;0.39;2.28;3.55;5.44
DODGE;WSTUSC108KRMS;9;0.39;2.28;3.55;5.44
DODGE;WSTUSC112;9;0.39;2.35;3.58;5.41
DODGE;WSTUSC115;10;0.4;2.67;4.09;5.9
DODGE;WSTUSC200 (A);10;0.4;2.65;4.09;5.9
DODGE;WSTUSC200 (B);10;0.4;2.67;4.09;5.9
DODGE;WSTUSC203;10;0.4;2.65;4.09;5.9
DODGE;WSTUSC204 (A);10;0.4;2.65;4.09;5.9
DODGE;WSTUSC204 (B);10;0.4;2.61;4.07;5.92
DODGE;WSTUSC207;10;0.4;2.61;4.07;5.92
DODGE;WSTUSC20M;8;0.36;2;3.05;4.94
DODGE;WSTUSC211;10;0.4;2.65;4.08;5.91
DODGE;WSTUSC215;11;0.41;2.88;4.57;6.42
DODGE;WSTUSC25M;9;0.39;2.35;3.58;5.41
DODGE;WSTUSC30M;9;0.39;2.32;3.57;5.42
DODGE;WSTUSC35M;9;0.39;2.33;3.57;5.42
DODGE;WSTUSC40M;9;0.39;2.28;3.55;5.44
DODGE;WSTUSC45M;9;0.39;2.35;3.58;5.41
DODGE;WSTUSC50M;10;0.4;2.67;4.09;5.9
DODGE;WSTUSC55M;10;0.4;2.65;4.09;5.9
DODGE;WSTUSC60M;10;0.4;2.61;4.07;5.92
DODGE;WSTUSC70M;10;0.4;2.65;4.08;5.91
DODGE;WSTUSC75M;11;0.41;2.88;4.57;6.42
DODGE;WSTUSCEZ014;9;0.39;2.35;3.58;5.41
DODGE;WSTUSCEZ014PCR;9;0.39;2.35;3.58;5.41
DODGE;WSTUSCEZ015;9;0.39;2.35;3.58;5.41
DODGE;WSTUSCEZ015PCR;9;0.39;2.35;3.58;5.41
DODGE;WSTUSCEZ100;9;0.39;2.35;3.58;5.41
DODGE;WSTUSCEZ100PCR;9;0.39;2.35;3.58;5.41
DODGE;WSTUSCEZ101;9;0.39;2.32;3.57;5.42
DODGE;WSTUSCEZ101PCR;9;0.39;2.32;3.57;5.42
DODGE;WSTUSCEZ102;9;0.39;2.32;3.57;5.42
DODGE;WSTUSCEZ102PCR;9;0.39;2.32;3.57;5.42
DODGE;WSTUSCEZ103;9;0.39;2.32;3.57;5.42
DODGE;WSTUSCEZ103PCR;9;0.39;2.32;3.57;5.42
DODGE;WSTUSCEZ104;9;0.39;2.33;3.57;5.42
DODGE;WSTUSCEZ104PCR;9;0.39;2.33;3.57;5.42
DODGE;WSTUSCEZ107;9;0.39;2.33;3.57;5.42
DODGE;WSTUSCEZ107PCR;9;0.39;2.33;3.57;5.42
DODGE;WSTUSCEZ108;9;0.39;2.28;3.55;5.44
DODGE;WSTUSCEZ108PCR;9;0.39;2.28;3.55;5.44
DODGE;WSTUSCEZ112;9;0.39;2.35;3.58;5.41
DODGE;WSTUSCEZ112PCR;9;0.39;2.35;3.58;5.41
DODGE;WSTUSCEZ115;10;0.4;2.67;4.09;5.9
DODGE;WSTUSCEZ115PCR;10;0.4;2.67;4.09;5.9
DODGE;WSTUSCEZ200;10;0.4;2.67;4.09;5.9
DODGE;WSTUSCEZ200PCR;10;0.4;2.67;4.09;5.9
DODGE;WSTUSCEZ203;10;0.4;2.65;4.09;5.9
DODGE;WSTUSCEZ203PCR;10;0.4;2.65;4.09;5.9
DODGE;WSTUSCEZ204;10;0.4;2.65;4.09;5.9
DODGE;WSTUSCEZ204PCR;10;0.4;2.65;4.09;5.9
DODGE;WSTUSCEZ207;10;0.4;2.61;4.07;5.92
DODGE;WSTUSCEZ207PCR;10;0.4;2.61;4.07;5.92
DODGE;WSTUSCEZ20M;8;0.38;2;3.05;4.94
DODGE;WSTUSCEZ20MPCR;8;0.36;2;3.05;4.94
DODGE;WSTUSCEZ211;10;0.4;2.65;4.08;5.91
DODGE;WSTUSCEZ211PCR;10;0.4;2.65;4.08;5.91
DODGE;WSTUSCEZ215;11;0.41;2.88;4.57;6.42
DODGE;WSTUSCEZ215PCR;11;0.41;2.88;4.57;6.42
DODGE;WSTUSCEZ30M;9;0.39;2.32;3.57;5.42
DODGE;WSTUSCEZ30MPCR;9;0.39;2.32;3.57;5.42
DODGE;WSTUSCEZ35M;9;0.39;2.33;3.57;5.42
DODGE;WSTUSCEZ35MPCR;9;0.39;2.33;3.57;5.42
DODGE;WSTUSCEZ40M;9;0.39;2.28;3.55;5.44
DODGE;WSTUSCEZ45M;9;0.39;2.35;3.58;5.41
DODGE;WSTUSCEZ50M;10;0.4;2.67;4.09;5.9
DODGE;WSTUSCEZ55M;10;0.4;2.65;4.09;5.9
DODGE;WSTUSCEZ60M;10;0.4;2.61;4.07;5.92
DODGE;WSTUSCEZ70M;10;0.4;2.65;4.08;5.91
DODGE;WSTUSCEZ70MPCR;10;0.4;2.65;4.08;5.91
DODGE;WSTUSCEZ75M;11;0.41;2.88;4.57;6.42
DODGE;WSTUSCEZ75MPCR;11;0.41;2.88;4.57;6.42
DODGE;WSTUSCM100;9;0.39;2.32;3.57;5.42
DODGE;WSTUSCM104;9;0.39;2.33;3.57;5.42
DODGE;WSTUSCM107;9;0.39;2.28;3.55;5.44
DODGE;WSTUSCM108;9;0.39;2.35;3.58;5.41
DODGE;WSTUSCM111;10;0.4;2.67;4.09;5.9
DODGE;WSTUSCM112;10;0.4;2.67;4.09;5.9
DODGE;WSTUSCM115;10;0.4;2.65;4.09;5.9
DODGE;WSTUSCM200;10;0.4;2.65;4.09;5.9
DODGE;WSTUSCM203;10;0.4;2.61;4.07;5.92
DODGE;WSTUSCM204;10;0.4;2.61;4.07;5.92
DODGE;WSTUSCM207;10;0.4;2.65;4.08;5.91
DODGE;WSTUSCM208;10;0.4;2.65;4.08;5.91
DODGE;WSTUSCM25M;9;0.39;2.32;3.57;5.42
DODGE;WSTUSCM300;11;0.41;2.8;4.54;6.45
DODGE;WSTUSCM30M;9;0.39;2.33;3.57;5.42
DODGE;WSTUSCM35M;9;0.39;2.28;3.55;5.44
DODGE;WSTUSCM45M;10;0.4;2.67;4.09;5.9
DODGE;WSTUSCM50M;10;0.4;2.65;4.09;5.9
DODGE;WSTUSCM55M;10;0.4;2.61;4.07;5.92
DODGE;WSTUSCM60M;10;0.4;2.65;4.08;5.91
DODGE;WSTUSCM65M;10;0.4;2.65;4.08;5.91
DODGE;WSTUSCM70M;11;0.41;2.88;4.57;6.42
DODGE;WSTUSCM75M;11;0.41;2.8;4.54;6.45
DODGE;WSTUSCNP014;9;0.39;2.35;3.58;5.41
DODGE;WSTUSCNP015;9;0.39;2.35;3.58;5.41
DODGE;WSTUSCNP100;9;0.39;2.35;3.58;5.41
DODGE;WSTUSCNP101;9;0.39;2.32;3.57;5.42
DODGE;WSTUSCNP102;9;0.39;2.32;3.57;5.42
DODGE;WSTUSCNP103;9;0.39;2.32;3.57;5.42
DODGE;WSTUSCNP104;9;0.39;2.33;3.57;5.42
DODGE;WSTUSCNP107;9;0.39;2.33;3.57;5.42
DODGE;WSTUSCNP108;9;0.39;2.28;3.55;5.44
DODGE;WSTUSCNP112;9;0.39;2.35;3.58;5.41
DODGE;WSTUSCNP115;10;0.4;2.67;4.09;5.9
DODGE;WSTUSCNP200;10;0.4;2.67;4.09;5.9
DODGE;WSTUSCNP203;10;0.4;2.65;4.09;5.9
DODGE;WSTUSCNP204 (A);10;0.4;2.65;4.09;5.9
DODGE;WSTUSCNP204 (B);10;0.4;2.61;4.07;5.92
DODGE;WSTUSCNP207;10;0.4;2.61;4.07;5.92
DODGE;WSTUSCNP20M;8;0.38;2;3.05;4.94
DODGE;WSTUSCNP211;10;0.4;2.65;4.08;5.91
DODGE;WSTUSCNP215;11;0.41;2.88;4.57;6.42
DODGE;WSTUSCNP30M;9;0.39;2.32;3.57;5.42
DODGE;WSTUSCNP35M;9;0.39;2.33;3.57;5.42
DODGE;WSTUSCNP40M;9;0.39;2.28;3.55;5.44
DODGE;WSTUSCNP45M;9;0.39;2.35;3.58;5.41
DODGE;WSTUSCNP50M;10;0.4;2.67;4.09;5.9
DODGE;WSTUSCNP55M;10;0.4;2.65;4.09;5.9
DODGE;WSTUSCNP60M;10;0.4;2.61;4.07;5.92
DODGE;WSTUSCNP70M;10;0.4;2.65;4.08;5.91
DODGE;WSTUSCNP75M;11;0.41;2.88;4.57;6.42
DODGE;WSTUSXR014;9;0.39;2.35;3.58;5.41
DODGE;WSTUSXR015;9;0.39;2.35;3.58;5.41
DODGE;WSTUSXR100;9;0.39;2.35;3.58;5.41
DODGE;WSTUSXR101;9;0.39;2.32;3.57;5.42
DODGE;WSTUSXR102;9;0.39;2.32;3.57;5.42
DODGE;WSTUSXR103;9;0.39;2.32;3.57;5.42
DODGE;WSTUSXR104;9;0.39;2.33;3.57;5.42
DODGE;WSTUSXR107;9;0.39;2.33;3.57;5.42
DODGE;WSTUSXR108;9;0.39;2.28;3.55;5.44
DODGE;WSTUSXR112;9;0.39;2.35;3.58;5.41
DODGE;WSTUSXR115;10;0.4;2.67;4.09;5.9
DODGE;WSTUSXR200 (A);10;0.4;2.65;4.09;5.9
DODGE;WSTUSXR200 (B);10;0.4;2.67;4.09;5.9
DODGE;WSTUSXR203;10;0.4;2.65;4.09;5.9
DODGE;WSTUSXR204 (A);10;0.4;2.65;4.09;5.9
DODGE;WSTUSXR204 (B);10;0.4;2.61;4.07;5.92
DODGE;WSTUSXR207;10;0.4;2.61;4.07;5.92
DODGE;WSTUSXR20M (A);8;0.38;2;3.05;4.94
DODGE;WSTUSXR20M (B);8;0.36;2;3.05;4.94
DODGE;WSTUSXR211;10;0.4;2.65;4.08;5.91
DODGE;WSTUSXR215;11;0.41;2.88;4.57;6.42
DODGE;WSTUSXR30M;9;0.39;2.32;3.57;5.42
DODGE;WSTUSXR35M;9;0.39;2.33;3.57;5.42
DODGE;WSTUSXR40M;9;0.39;2.28;3.55;5.44
DODGE;WSTUSXR45M;9;0.39;2.35;3.58;5.41
DODGE;WSTUSXR50M;10;0.4;2.67;4.09;5.9
DODGE;WSTUSXR55M;10;0.4;2.65;4.09;5.9
DODGE;WSTUSXR60M;10;0.4;2.61;4.07;5.92
DODGE;WSTUSXR70M;10;0.4;2.65;4.08;5.91
DODGE;WSTUSXR75M;11;0.41;2.88;4.57;6.42
DODGE;WSTUSXV012;8;0.36;2;3.05;4.94
DODGE;WSTUSXV014;9;0.39;2.35;3.58;5.41
DODGE;WSTUSXV015;9;0.39;2.35;3.58;5.41
DODGE;WSTUSXV100;9;0.39;2.35;3.58;5.41
DODGE;WSTUSXV101;9;0.39;2.32;3.57;5.42
DODGE;WSTUSXV102;9;0.39;2.32;3.57;5.42
DODGE;WSTUSXV103;9;0.39;2.32;3.57;5.42
DODGE;WSTUSXV104;9;0.39;2.33;3.57;5.42
DODGE;WSTUSXV104S;9;0.39;2.32;3.57;5.42
DODGE;WSTUSXV105;9;0.39;2.33;3.57;5.42
DODGE;WSTUSXV106;9;0.39;2.33;3.57;5.42
DODGE;WSTUSXV107;9;0.39;2.33;3.57;5.42
DODGE;WSTUSXV108;9;0.39;2.28;3.55;5.44
DODGE;WSTUSXV110L;9;0.39;2.35;3.58;5.41
DODGE;WSTUSXV111;9;0.39;2.35;3.58;5.41
DODGE;WSTUSXV112;9;0.39;2.35;3.58;5.41
DODGE;WSTUSXV115;10;0.4;2.67;4.09;5.9
DODGE;WSTUSXV204;10;0.4;2.65;4.09;5.9
DODGE;WSTUSXV20M;8;0.36;2;3.05;4.94
DODGE;WSTUSXV25M;9;0.39;2.35;3.58;5.41
DODGE;WSTUSXV30M;9;0.39;2.32;3.57;5.42
DODGE;WSTUSXV35M;9;0.39;2.33;3.57;5.42
DODGE;WSTUSXV40M;9;0.39;2.28;3.55;5.44
DODGE;WSTUSXV45M;9;0.39;2.35;3.58;5.41
DODGE;WSTUSXV50M;10;0.4;2.67;4.09;5.9
DODGE;WSTUSXV55M;10;0.4;2.65;4.09;5.9
DODGE;WSTUVSC014;9;0.39;2.35;3.58;5.41
DODGE;WSTUVSC015;9;0.39;2.35;3.58;5.41
DODGE;WSTUVSC100;9;0.39;2.35;3.58;5.41
DODGE;WSTUVSC101;9;0.39;2.32;3.57;5.42
DODGE;WSTUVSC102;9;0.39;2.32;3.57;5.42
DODGE;WSTUVSC103;9;0.39;2.32;3.57;5.42
DODGE;WSTUVSC104;9;0.39;2.33;3.57;5.42
DODGE;WSTUVSC107;9;0.39;2.33;3.57;5.42
DODGE;WSTUVSC108;9;0.39;2.28;3.55;5.44
DODGE;WSTUVSC112;9;0.39;2.35;3.58;5.41
DODGE;WSTUVSC115;10;0.4;2.67;4.09;5.9
DODGE;WSTUVSC200 (A);10;0.4;2.65;4.09;5.9
DODGE;WSTUVSC200 (B);10;0.4;2.67;4.09;5.9
DODGE;WSTUVSC203;10;0.4;2.65;4.09;5.9
DODGE;WSTUVSC204 (A);10;0.4;2.65;4.09;5.9
DODGE;WSTUVSC204 (B);10;0.4;2.61;4.07;5.92
DODGE;WSTUVSC207;10;0.4;2.61;4.07;5.92
DODGE;WSTUVSC20M;8;0.36;2;3.05;4.94
DODGE;WSTUVSC211;10;0.4;2.65;4.08;5.91
DODGE;WSTUVSC215;11;0.41;2.88;4.57;6.42
DODGE;WSTUVSC30M;9;0.39;2.32;3.57;5.42
DODGE;WSTUVSC35M;9;0.39;2.33;3.57;5.42
DODGE;WSTUVSC40M;9;0.39;2.28;3.55;5.44
DODGE;WSTUVSC45M;9;0.39;2.35;3.58;5.41
DODGE;WSTUVSC50M;10;0.4;2.67;4.09;5.9
DODGE;WSTUVSC55M;10;0.4;2.65;4.09;5.9
DODGE;WSTUVSC60M;10;0.4;2.61;4.07;5.92
DODGE;WSTUVSC70M;10;0.4;2.65;4.08;5.91
DODGE;WSTUVSC75M;11;0.41;2.88;4.57;6.42
FAF;207;12;0.389;2.136;4.665;7.335
FAF;309;12;0.38;1.955;4.555;7.445
FAF;311;12;0.382;2.002;4.585;7.415
FAF;317;12;0.38;1.967;4.562;7.438
FAFNIR;1008KL;8;0.38;1.99;3.05;4.94
FAFNIR;1008KLLB;8;0.38;1.99;3.05;4.94
FAFNIR;1008KLLC7L/C;8;0.38;1.99;3.05;4.94
FAFNIR;1008KLL+COL;8;0.38;1.99;3.05;4.94
FAFNIR;1008KPPB(2,3,4;8;0.38;1.99;3.05;4.94
FAFNIR;1008KRC1L/C;8;0.38;1.99;3.05;4.94
FAFNIR;1008KR+COL;8;0.38;1.99;3.05;4.94
